INSERT INTO operationrechargement (dateheuredebut,dateheurefin,idcontrole,idborne,nbkwheures) VALUES
(69,411,2021,1,1,10),
(70,411,null,null,null,null),
(71,411,2021,1,1,10),
(72,411,null,null,null,null),
(435,411,2021,1,1,10),
(436,411,null,null,null,null),
(437,411,null,null,null,null),
(438,411,null,null,null,null),
(67,422,2021,1,1,10),
(68,422,null,null,null,null),
(69,422,2021,1,1,10),
(70,422,null,null,null,null),
(71,422,null,null,null,null),
(72,422,null,null,null,null),
(435,422,2021,1,1,10),
(436,422,2021,1,1,10),
(437,422,null,null,null,null),
(438,422,2021,1,1,10),
(67,541,null,null,null,null),
(68,541,2022,1,1,10),
(69,541,null,null,null,null),
(70,541,null,null,null,null),
(71,541,null,null,null,null),
(72,541,null,null,null,null),
(435,541,null,null,null,null),
(436,541,2022,1,1,10),
(437,541,null,null,null,null),
(438,541,2022,1,1,10),
(67,552,2022,1,1,10),
(68,552,null,null,null,null),
(69,552,2022,1,1,10),
(70,552,null,null,null,null),
(71,552,2022,1,1,10),
(72,552,null,null,null,null),
(435,552,2022,1,1,10),
(436,552,2022,1,1,10),
(437,552,null,null,null,null),
(438,552,2022,1,1,10),
(67,671,2023,1,1,10),
(68,671,2023,1,1,10),
(69,671,null,null,null,null),
(70,671,null,null,null,null),
(71,671,2023,1,1,10),
(72,671,2023,1,1,10),
(435,671,null,null,null,null),
(436,671,2023,1,1,10),
(437,671,null,null,null,null),
(438,671,null,null,null,null),
(67,682,2023,1,1,10),
(68,682,null,null,null,null),
(69,682,null,null,null,null),
(70,682,null,null,null,null),
(71,682,null,null,null,null),
(72,682,2023,1,1,10),
(435,682,null,null,null,null),
(436,682,2023,1,1,10),
(437,682,2023,1,1,10),
(438,682,2023,1,1,10),
(73,22,null,null,null,null),
(74,22,2018,1,1,10),
(75,22,null,null,null,null),
(76,22,2018,1,1,10),
(77,22,2018,1,1,10),
(78,22,null,null,null,null),
(439,22,2018,1,1,10),
(440,22,null,null,null,null),
(441,22,2018,1,1,10),
(442,22,2018,1,1,10),
(73,33,2018,1,1,10),
(74,33,2018,1,1,10),
(75,33,null,null,null,null),
(76,33,2018,1,1,10),
(77,33,2018,1,1,10),
(78,33,2018,1,1,10),
(439,33,2018,1,1,10),
(440,33,2018,1,1,10),
(441,33,2018,1,1,10),
(442,33,null,null,null,null),
(73,152,2019,1,1,10),
(74,152,null,null,null,null),
(75,152,null,null,null,null),
(76,152,2019,1,1,10),
(77,152,null,null,null,null),
(78,152,2019,1,1,10),
(439,152,2019,1,1,10),
(440,152,2019,1,1,10),
(441,152,2019,1,1,10),
(442,152,2019,1,1,10),
(73,163,null,null,null,null),
(74,163,2019,1,1,10),
(75,163,2019,1,1,10),
(76,163,null,null,null,null),
(77,163,null,null,null,null),
(78,163,2019,1,1,10),
(439,163,null,null,null,null),
(440,163,2019,1,1,10),
(441,163,null,null,null,null),
(442,163,null,null,null,null),
(73,282,null,null,null,null),
(74,282,null,null,null,null),
(75,282,2020,1,1,10),
(76,282,null,null,null,null),
(77,282,2020,1,1,10),
(78,282,null,null,null,null),
(439,282,2020,1,1,10),
(440,282,null,null,null,null),
(441,282,null,null,null,null),
(442,282,2020,1,1,10),
(73,293,2020,1,1,10),
(74,293,null,null,null,null),
(75,293,2020,1,1,10),
(76,293,2020,1,1,10),
(77,293,null,null,null,null),
(78,293,null,null,null,null),
(439,293,2020,1,1,10),
(440,293,null,null,null,null),
(441,293,2020,1,1,10),
(442,293,null,null,null,null),
(73,412,null,null,null,null),
(74,412,2021,1,1,10),
(75,412,null,null,null,null),
(76,412,null,null,null,null),
(77,412,null,null,null,null),
(78,412,2021,1,1,10),
(439,412,2021,1,1,10),
(440,412,2021,1,1,10),
(441,412,2021,1,1,10),
(442,412,2021,1,1,10),
(73,423,2021,1,1,10),
(74,423,null,null,null,null),
(75,423,null,null,null,null),
(76,423,2021,1,1,10),
(77,423,null,null,null,null),
(78,423,2021,1,1,10),
(439,423,null,null,null,null),
(440,423,null,null,null,null),
(441,423,2021,1,1,10),
(442,423,2021,1,1,10),
(73,542,null,null,null,null),
(74,542,null,null,null,null),
(75,542,null,null,null,null),
(76,542,2022,1,1,10),
(77,542,null,null,null,null),
(78,542,2022,1,1,10),
(439,542,null,null,null,null),
(440,542,2022,1,1,10),
(441,542,null,null,null,null),
(442,542,2022,1,1,10),
(73,553,null,null,null,null),
(74,553,2022,1,1,10),
(75,553,2022,1,1,10),
(76,553,null,null,null,null),
(77,553,null,null,null,null),
(78,553,2022,1,1,10),
(439,553,2022,1,1,10),
(440,553,2022,1,1,10),
(441,553,2022,1,1,10),
(442,553,null,null,null,null),
(73,672,null,null,null,null),
(74,672,null,null,null,null),
(75,672,null,null,null,null),
(76,672,2023,1,1,10),
(77,672,null,null,null,null),
(78,672,2023,1,1,10),
(439,672,2023,1,1,10),
(440,672,2023,1,1,10),
(441,672,2023,1,1,10),
(442,672,null,null,null,null),
(73,683,2023,1,1,10),
(74,683,null,null,null,null),
(75,683,2023,1,1,10),
(76,683,null,null,null,null),
(77,683,null,null,null,null),
(78,683,2023,1,1,10),
(439,683,2023,1,1,10),
(440,683,null,null,null,null),
(441,683,null,null,null,null),
(442,683,null,null,null,null),
(85,24,2018,1,1,10),
(86,24,2018,1,1,10),
(87,24,null,null,null,null),
(88,24,null,null,null,null),
(89,24,2018,1,1,10),
(90,24,2018,1,1,10),
(447,24,2018,1,1,10),
(448,24,null,null,null,null),
(449,24,null,null,null,null),
(450,24,null,null,null,null),
(85,35,null,null,null,null),
(86,35,null,null,null,null),
(87,35,2018,1,1,10),
(88,35,null,null,null,null),
(89,35,null,null,null,null),
(90,35,null,null,null,null),
(447,35,2018,1,1,10),
(448,35,null,null,null,null),
(449,35,null,null,null,null),
(450,35,2018,1,1,10),
(85,154,null,null,null,null),
(86,154,null,null,null,null),
(87,154,null,null,null,null),
(88,154,2019,1,1,10),
(89,154,null,null,null,null),
(90,154,null,null,null,null),
(447,154,null,null,null,null),
(448,154,null,null,null,null),
(449,154,2019,1,1,10),
(450,154,null,null,null,null),
(85,165,null,null,null,null),
(86,165,2019,1,1,10),
(87,165,null,null,null,null),
(88,165,null,null,null,null),
(89,165,2019,1,1,10),
(90,165,2019,1,1,10),
(447,165,null,null,null,null),
(448,165,2019,1,1,10),
(449,165,null,null,null,null),
(450,165,2019,1,1,10),
(85,284,null,null,null,null),
(86,284,null,null,null,null),
(87,284,2020,1,1,10),
(88,284,null,null,null,null),
(89,284,null,null,null,null),
(90,284,null,null,null,null),
(447,284,2020,1,1,10),
(448,284,2020,1,1,10),
(449,284,2020,1,1,10),
(450,284,2020,1,1,10),
(85,295,2020,1,1,10),
(86,295,null,null,null,null),
(87,295,2020,1,1,10),
(88,295,null,null,null,null),
(89,295,null,null,null,null),
(90,295,null,null,null,null),
(447,295,2020,1,1,10),
(448,295,null,null,null,null),
(449,295,null,null,null,null),
(450,295,2020,1,1,10),
(85,414,2021,1,1,10),
(86,414,null,null,null,null),
(87,414,null,null,null,null),
(88,414,null,null,null,null),
(89,414,2021,1,1,10),
(90,414,2021,1,1,10),
(447,414,2021,1,1,10),
(448,414,null,null,null,null),
(449,414,2021,1,1,10),
(450,414,null,null,null,null),
(85,425,null,null,null,null),
(86,425,2021,1,1,10),
(87,425,2021,1,1,10),
(88,425,null,null,null,null),
(89,425,null,null,null,null),
(90,425,2021,1,1,10),
(447,425,null,null,null,null),
(448,425,null,null,null,null),
(449,425,null,null,null,null),
(450,425,2021,1,1,10),
(85,544,null,null,null,null),
(86,544,null,null,null,null),
(87,544,2022,1,1,10),
(88,544,2022,1,1,10),
(89,544,null,null,null,null),
(90,544,null,null,null,null),
(447,544,null,null,null,null),
(448,544,null,null,null,null),
(449,544,null,null,null,null),
(450,544,2022,1,1,10),
(85,555,null,null,null,null),
(86,555,2022,1,1,10),
(87,555,null,null,null,null),
(88,555,null,null,null,null),
(89,555,2022,1,1,10),
(90,555,null,null,null,null),
(447,555,2022,1,1,10),
(448,555,2022,1,1,10),
(449,555,null,null,null,null),
(450,555,null,null,null,null),
(85,674,2023,1,1,10),
(86,674,2023,1,1,10),
(87,674,2023,1,1,10),
(88,674,null,null,null,null),
(89,674,2023,1,1,10),
(90,674,null,null,null,null),
(447,674,null,null,null,null),
(448,674,null,null,null,null),
(449,674,null,null,null,null),
(450,674,2023,1,1,10),
(85,685,null,null,null,null),
(86,685,2023,1,1,10),
(87,685,2023,1,1,10),
(88,685,null,null,null,null),
(89,685,null,null,null,null),
(90,685,null,null,null,null),
(447,685,null,null,null,null),
(448,685,2023,1,1,10),
(449,685,2023,1,1,10),
(450,685,null,null,null,null),
(115,29,null,null,null,null),
(116,29,2018,1,1,10),
(117,29,2018,1,1,10),
(118,29,null,null,null,null),
(119,29,2018,1,1,10),
(120,29,null,null,null,null),
(467,29,null,null,null,null),
(468,29,2018,1,1,10),
(469,29,2018,1,1,10),
(470,29,null,null,null,null),
(115,40,null,null,null,null),
(116,40,2018,1,1,10),
(117,40,null,null,null,null),
(118,40,null,null,null,null),
(119,40,2018,1,1,10),
(120,40,2018,1,1,10),
(467,40,2018,1,1,10),
(468,40,null,null,null,null),
(469,40,null,null,null,null),
(470,40,null,null,null,null),
(115,159,2019,1,1,10),
(116,159,2019,1,1,10),
(117,159,null,null,null,null),
(118,159,2019,1,1,10),
(119,159,null,null,null,null),
(120,159,2019,1,1,10),
(467,159,null,null,null,null),
(468,159,2019,1,1,10),
(469,159,2019,1,1,10),
(470,159,2019,1,1,10),
(115,170,null,null,null,null),
(116,170,null,null,null,null),
(117,170,null,null,null,null),
(118,170,2019,1,1,10),
(119,170,2019,1,1,10),
(120,170,2019,1,1,10),
(467,170,2019,1,1,10),
(468,170,2019,1,1,10),
(469,170,2019,1,1,10),
(470,170,2019,1,1,10),
(115,289,2020,1,1,10),
(116,289,2020,1,1,10),
(117,289,null,null,null,null),
(118,289,2020,1,1,10),
(119,289,2020,1,1,10),
(120,289,2020,1,1,10),
(467,289,null,null,null,null),
(468,289,null,null,null,null),
(469,289,2020,1,1,10),
(470,289,null,null,null,null),
(115,300,null,null,null,null),
(116,300,2020,1,1,10),
(117,300,2020,1,1,10),
(118,300,null,null,null,null),
(119,300,null,null,null,null),
(120,300,2020,1,1,10),
(467,300,null,null,null,null),
(468,300,null,null,null,null),
(469,300,null,null,null,null),
(470,300,2020,1,1,10),
(115,419,null,null,null,null),
(116,419,2021,1,1,10),
(117,419,2021,1,1,10),
(118,419,2021,1,1,10),
(119,419,2021,1,1,10),
(120,419,2021,1,1,10),
(467,419,null,null,null,null),
(468,419,null,null,null,null),
(469,419,null,null,null,null),
(470,419,null,null,null,null),
(115,430,2021,1,1,10),
(116,430,2021,1,1,10),
(117,430,2021,1,1,10),
(118,430,2021,1,1,10),
(119,430,2021,1,1,10),
(120,430,2021,1,1,10),
(467,430,2021,1,1,10),
(468,430,null,null,null,null),
(469,430,null,null,null,null),
(470,430,2021,1,1,10),
(115,549,null,null,null,null),
(116,549,2022,1,1,10),
(117,549,2022,1,1,10),
(118,549,null,null,null,null),
(119,549,null,null,null,null),
(120,549,null,null,null,null),
(467,549,null,null,null,null),
(468,549,2022,1,1,10),
(469,549,2022,1,1,10),
(470,549,2022,1,1,10),
(115,560,null,null,null,null),
(116,560,null,null,null,null),
(117,560,2022,1,1,10),
(118,560,2022,1,1,10),
(119,560,2022,1,1,10),
(120,560,null,null,null,null),
(467,560,2022,1,1,10),
(468,560,null,null,null,null),
(469,560,2022,1,1,10),
(470,560,null,null,null,null),
(115,679,2023,1,1,10),
(116,679,null,null,null,null),
(117,679,null,null,null,null),
(118,679,2023,1,1,10),
(119,679,2023,1,1,10),
(120,679,2023,1,1,10),
(467,679,2023,1,1,10),
(468,679,null,null,null,null),
(469,679,2023,1,1,10),
(470,679,2023,1,1,10),
(115,690,null,null,null,null),
(116,690,2023,1,1,10),
(117,690,2023,1,1,10),
(118,690,2023,1,1,10),
(119,690,2023,1,1,10),
(120,690,2023,1,1,10),
(467,690,2023,1,1,10),
(468,690,null,null,null,null),
(469,690,null,null,null,null),
(470,690,null,null,null,null),
(163,48,null,null,null,null),
(164,48,null,null,null,null),
(165,48,2018,1,1,10),
(166,48,2018,1,1,10),
(167,48,2018,1,1,10),
(168,48,null,null,null,null),
(499,48,null,null,null,null),
(500,48,2018,1,1,10),
(501,48,null,null,null,null),
(502,48,null,null,null,null),
(163,57,null,null,null,null),
(164,57,null,null,null,null),
(165,57,null,null,null,null),
(166,57,null,null,null,null),
(167,57,null,null,null,null),
(168,57,2018,1,1,10),
(499,57,null,null,null,null),
(500,57,2018,1,1,10),
(501,57,2018,1,1,10),
(502,57,2018,1,1,10),
(163,178,null,null,null,null),
(164,178,null,null,null,null),
(165,178,2019,1,1,10),
(166,178,2019,1,1,10),
(167,178,null,null,null,null),
(168,178,2019,1,1,10),
(499,178,2019,1,1,10),
(500,178,null,null,null,null),
(501,178,null,null,null,null),
(502,178,null,null,null,null),
(163,187,2019,1,1,10),
(164,187,2019,1,1,10),
(165,187,null,null,null,null),
(166,187,null,null,null,null),
(167,187,2019,1,1,10),
(168,187,2019,1,1,10),
(499,187,2019,1,1,10),
(500,187,null,null,null,null),
(501,187,null,null,null,null),
(502,187,2019,1,1,10),
(163,308,2020,1,1,10),
(164,308,null,null,null,null),
(165,308,2020,1,1,10),
(166,308,null,null,null,null),
(167,308,2020,1,1,10),
(168,308,2020,1,1,10),
(499,308,2020,1,1,10),
(500,308,2020,1,1,10),
(501,308,2020,1,1,10),
(502,308,2020,1,1,10),
(163,317,null,null,null,null),
(164,317,null,null,null,null),
(165,317,2020,1,1,10),
(166,317,null,null,null,null),
(167,317,null,null,null,null),
(168,317,null,null,null,null),
(499,317,2020,1,1,10),
(500,317,null,null,null,null),
(501,317,2020,1,1,10),
(502,317,2020,1,1,10),
(163,438,2021,1,1,10),
(164,438,2021,1,1,10),
(165,438,2021,1,1,10),
(166,438,null,null,null,null),
(167,438,2021,1,1,10),
(168,438,null,null,null,null),
(499,438,null,null,null,null),
(500,438,2021,1,1,10),
(501,438,2021,1,1,10),
(502,438,2021,1,1,10),
(163,447,2021,1,1,10),
(164,447,2021,1,1,10),
(165,447,null,null,null,null),
(166,447,2021,1,1,10),
(167,447,2021,1,1,10),
(168,447,null,null,null,null),
(499,447,null,null,null,null),
(500,447,null,null,null,null),
(501,447,2021,1,1,10),
(502,447,2021,1,1,10),
(163,568,null,null,null,null),
(164,568,2022,1,1,10),
(165,568,null,null,null,null),
(166,568,2022,1,1,10),
(167,568,null,null,null,null),
(168,568,2022,1,1,10),
(499,568,2022,1,1,10),
(500,568,2022,1,1,10),
(501,568,null,null,null,null),
(502,568,2022,1,1,10),
(163,577,null,null,null,null),
(164,577,2022,1,1,10),
(165,577,null,null,null,null),
(166,577,null,null,null,null),
(167,577,null,null,null,null),
(168,577,null,null,null,null),
(499,577,null,null,null,null),
(500,577,2022,1,1,10),
(501,577,2022,1,1,10),
(502,577,null,null,null,null),
(163,698,null,null,null,null),
(164,698,2023,1,1,10),
(165,698,2023,1,1,10),
(166,698,null,null,null,null),
(167,698,2023,1,1,10),
(168,698,2023,1,1,10),
(499,698,2023,1,1,10),
(500,698,null,null,null,null),
(501,698,null,null,null,null),
(502,698,null,null,null,null),
(163,707,null,null,null,null),
(164,707,2023,1,1,10),
(165,707,2023,1,1,10),
(166,707,2023,1,1,10),
(167,707,2023,1,1,10),
(168,707,null,null,null,null),
(499,707,2023,1,1,10),
(500,707,2023,1,1,10),
(501,707,2023,1,1,10),
(502,707,2023,1,1,10),
(223,75,null,null,null,null),
(224,75,null,null,null,null),
(225,75,2018,1,1,10),
(226,75,null,null,null,null),
(227,75,2018,1,1,10),
(228,75,null,null,null,null),
(539,75,null,null,null,null),
(540,75,2018,1,1,10),
(541,75,null,null,null,null),
(542,75,null,null,null,null),
(223,85,null,null,null,null),
(224,85,null,null,null,null),
(225,85,2018,1,1,10),
(226,85,2018,1,1,10),
(227,85,null,null,null,null),
(228,85,null,null,null,null),
(539,85,null,null,null,null),
(540,85,2018,1,1,10),
(541,85,2018,1,1,10),
(542,85,2018,1,1,10),
(223,205,2019,1,1,10),
(224,205,null,null,null,null),
(225,205,2019,1,1,10),
(226,205,null,null,null,null),
(227,205,2019,1,1,10),
(228,205,null,null,null,null),
(539,205,null,null,null,null),
(540,205,2019,1,1,10),
(541,205,2019,1,1,10),
(542,205,null,null,null,null),
(223,215,2019,1,1,10),
(224,215,null,null,null,null),
(225,215,2019,1,1,10),
(226,215,null,null,null,null),
(227,215,null,null,null,null),
(228,215,null,null,null,null),
(539,215,null,null,null,null),
(540,215,null,null,null,null),
(541,215,null,null,null,null),
(542,215,null,null,null,null),
(223,335,2020,1,1,10),
(224,335,2020,1,1,10),
(225,335,2020,1,1,10),
(226,335,null,null,null,null),
(227,335,2020,1,1,10),
(228,335,null,null,null,null),
(539,335,2020,1,1,10),
(540,335,2020,1,1,10),
(541,335,null,null,null,null),
(542,335,null,null,null,null),
(223,345,null,null,null,null),
(224,345,null,null,null,null),
(225,345,2020,1,1,10),
(226,345,null,null,null,null),
(227,345,null,null,null,null),
(228,345,null,null,null,null),
(539,345,null,null,null,null),
(540,345,null,null,null,null),
(541,345,2020,1,1,10),
(542,345,2020,1,1,10),
(223,465,null,null,null,null),
(224,465,null,null,null,null),
(225,465,null,null,null,null),
(226,465,null,null,null,null),
(227,465,2021,1,1,10),
(228,465,2021,1,1,10),
(539,465,2021,1,1,10),
(540,465,2021,1,1,10),
(541,465,2021,1,1,10),
(542,465,null,null,null,null),
(223,475,null,null,null,null),
(224,475,null,null,null,null),
(225,475,2021,1,1,10),
(226,475,2021,1,1,10),
(227,475,2021,1,1,10),
(228,475,null,null,null,null),
(539,475,2021,1,1,10),
(540,475,2021,1,1,10),
(541,475,null,null,null,null),
(542,475,2021,1,1,10),
(223,595,null,null,null,null),
(224,595,2022,1,1,10),
(225,595,2022,1,1,10),
(226,595,null,null,null,null),
(227,595,null,null,null,null),
(228,595,2022,1,1,10),
(539,595,null,null,null,null),
(540,595,2022,1,1,10),
(541,595,2022,1,1,10),
(542,595,null,null,null,null),
(223,605,2022,1,1,10),
(224,605,null,null,null,null),
(225,605,2022,1,1,10),
(226,605,2022,1,1,10),
(227,605,2022,1,1,10),
(228,605,null,null,null,null),
(539,605,null,null,null,null),
(540,605,null,null,null,null),
(541,605,2022,1,1,10),
(542,605,2022,1,1,10),
(223,725,null,null,null,null),
(224,725,null,null,null,null),
(225,725,2023,1,1,10),
(226,725,null,null,null,null),
(227,725,null,null,null,null),
(228,725,2023,1,1,10),
(539,725,null,null,null,null),
(540,725,2023,1,1,10),
(541,725,null,null,null,null),
(542,725,null,null,null,null),
(223,735,2023,1,1,10),
(224,735,null,null,null,null),
(225,735,null,null,null,null),
(226,735,2023,1,1,10),
(227,735,2023,1,1,10),
(228,735,null,null,null,null),
(539,735,null,null,null,null),
(540,735,null,null,null,null),
(541,735,2023,1,1,10),
(542,735,2023,1,1,10),
(235,77,2018,1,1,10),
(236,77,2018,1,1,10),
(237,77,null,null,null,null),
(238,77,null,null,null,null),
(239,77,2018,1,1,10),
(240,77,null,null,null,null),
(547,77,2018,1,1,10),
(548,77,null,null,null,null),
(549,77,2018,1,1,10),
(550,77,2018,1,1,10),
(235,87,2018,1,1,10),
(236,87,null,null,null,null),
(237,87,2018,1,1,10),
(238,87,2018,1,1,10),
(239,87,2018,1,1,10),
(240,87,null,null,null,null),
(547,87,null,null,null,null),
(548,87,null,null,null,null),
(549,87,null,null,null,null),
(550,87,null,null,null,null),
(235,207,2019,1,1,10),
(236,207,2019,1,1,10),
(237,207,null,null,null,null),
(238,207,2019,1,1,10),
(239,207,null,null,null,null),
(240,207,null,null,null,null),
(547,207,null,null,null,null),
(548,207,2019,1,1,10),
(549,207,2019,1,1,10),
(550,207,null,null,null,null),
(235,217,2019,1,1,10),
(236,217,null,null,null,null),
(237,217,2019,1,1,10),
(238,217,null,null,null,null),
(239,217,null,null,null,null),
(240,217,null,null,null,null),
(547,217,null,null,null,null),
(548,217,2019,1,1,10),
(549,217,2019,1,1,10),
(550,217,null,null,null,null),
(235,337,2020,1,1,10),
(236,337,null,null,null,null),
(237,337,null,null,null,null),
(238,337,2020,1,1,10),
(239,337,null,null,null,null),
(240,337,2020,1,1,10),
(547,337,2020,1,1,10),
(548,337,null,null,null,null),
(549,337,null,null,null,null),
(550,337,2020,1,1,10),
(235,347,null,null,null,null),
(236,347,2020,1,1,10),
(237,347,2020,1,1,10),
(238,347,2020,1,1,10),
(239,347,2020,1,1,10),
(240,347,null,null,null,null),
(547,347,2020,1,1,10),
(548,347,null,null,null,null),
(549,347,2020,1,1,10),
(550,347,2020,1,1,10),
(235,467,null,null,null,null),
(236,467,2021,1,1,10),
(237,467,2021,1,1,10),
(238,467,2021,1,1,10),
(239,467,2021,1,1,10),
(240,467,2021,1,1,10),
(547,467,2021,1,1,10),
(548,467,null,null,null,null),
(549,467,2021,1,1,10),
(550,467,null,null,null,null),
